row_label,elapsed_h,sampling_volume,circulation_mL_min,circulation_rpm,filtration_uL_min,Flow rate | cm,Flow rate | time,filtration_amount_L_m2,Filtration amount | Cumulative,pressure_in_kPa,pressure_out_kPa,back_pressure_kPa,tmp_kPa,temperature_C,cell_density_cho_1e5_mL,viability_cho_pct,cell_density_matsuda_1e5_mL,viability_matsuda_pct,glc_g_L,glu_mmol_L,gln_mmol_L,lln_g_L,feed_antibody_g_L,filtrate_antibody_g_L,transmission_pct,antibody_g_m2_1,antibody_g_m2_2,cumulative_transmission_pct,turbidity_feed_od600,turbidity_filtrate_od600,turbidity_plate_reader,ldh_activity_unit,LDH,LDH_2,LDH_3,LDH_4,LDH_5,source_file,experiment,shear_rate,lmh_level,condition,record_sheet,Date removed,Time,flow_pct_initial,Flow rate | %,cell_density_1e5_mL,viability_pct,LDH_6,filtration_flow_cumulative_pct,flow_ratio_pct,Turbidity OD600
,48.0,"1.5, 1.5",64.5,2760.0,5.110194627251124,2.0999999999999996,0.5169444444444445,49.46179014099549,,4.3,-0.5,0.0,1.9,3.4,,,,,2.16,0.56,0.26,0.56,0.4597484549,0.4530102054,98.53436168666066,2.9918449058147663,2.933167309050826,97.6655388578809,,0.003,0.0033,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,15.5,100.21596537142081,99.39756787858379,156.0,92.2,,,,
,66.5,"1.5, 1.5",64.5,2760.0,4.850691741805578,2.5,0.6483333333333333,67.88942992375038,,4.3,-0.5,0.0,1.9,3.4,,,,,2.12,0.56,0.26,0.58,0.4634957807,0.4527387,97.67914161294973,8.506606102570847,8.34540728116787,97.78514014911819,,0.004,0.0041,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,10.0,99.28618825790988,94.35001929144963,172.0,90.2,,,,
,90.5,"1.5, 1.5",64.5,2760.0,4.792175460475859,2.3999999999999995,0.63,91.03231120922584,,4.3,-0.5,0.0,1.9,3.4,,,,,2.06,0.58,0.28,0.62,0.45979049,0.4390910745,95.49807663486037,10.683752277659726,10.319755299052922,97.48146232370571,,0.005,0.0045,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,10.166666666666666,97.82622865899278,93.21182858253688,161.0,89.3,,,,
,113.5,"1.5, 1.5",64.5,2760.0,4.760120775121504,2.1999999999999997,0.5813888888888888,113.00259255109978,,4.3,-0.5,0.0,1.8,3.4,,,,,2.02,0.58,0.26,0.66,0.50194413,0.5210157402000001,103.79954840790748,10.564790088810113,10.546908418604717,97.95416160172792,,0.005,0.0047,998.989,925.042,962.0155,52.28842514840163,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.0,96.82797894605287,92.58833809034599,168.0,89.1,,,,
,137.5,"1.5, 1.5",64.5,2770.0,4.898197041459836,2.1999999999999993,0.5650000000000001,136.182555310895,,4.3,-0.5,-0.8,2.7,3.4,,,,,1.94,0.6,0.28,0.7,0.4676781312,0.4572615168,97.77269585531563,11.237903952842215,11.338215193007308,98.47220239623638,,0.004,0.004,1080.217,968.922,1024.5695,78.69744921215685,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.0,96.32235718992798,95.27403717949564,163.0,86.6,,,,
,162.5,"1.5, 1.5",64.5,2780.0,5.22029488201693,2.3999999999999995,0.5783333333333334,161.47878511958692,,4.3,-0.5,-0.8,2.7,3.4,,,,,1.86,0.62,0.26,0.72,0.4691420928,0.442657152,94.35460147224717,11.849009837867122,11.382274727548456,98.09424981372862,,0.005,0.005,1410.738,1317.33,1364.034,66.04943021707312,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,10.0,96.64300587440458,101.53911009855602,166.0,86.3,,,,
,186.5,"1.5, 1.5",64.5,2770.0,5.323298181536155,2.8,0.6616666666666667,186.78340847211433,,4.3,-0.5,-4.3,6.1,3.4,,,,,1.68,0.62,0.24,0.76,0.4664374272,0.4641242112,99.5040672413691,11.837243684969195,11.472880429433681,97.93552357083523,,0.01,0.011,1623.999,1502.32,1563.1595,86.04004602799797,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,10.0,97.40197910388007,103.54261059168455,163.0,83.9,,,,
,193.0,,64.5,2780.0,,,,,,4.3,-0.5,-4.75,6.800000000000001,3.3,,,,,,,,,,,,,,,,,,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,16.5,,,,,,,,
,209.5,"1.5, 1.5",64.5,2780.0,4.867193160441252,2.3,0.5944444444444444,210.22153855866236,,4.3,-0.5,-7.5,9.5,3.4,,,,,1.74,0.62,0.22,0.76,0.4684144896,0.4518883584,96.47190008701217,10.955590418808587,10.734810883598966,97.94100813990465,,0.006,0.0064,1809.769,1595.756,1702.7625,151.33004356207655,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.0,97.58914300891884,94.67098571221678,165.0,80.8,,,,
,217.0,,64.5,2780.0,,,,,,4.3,-0.5,-8.9,10.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,16.5,,,,,,,,
,234.5,"1.5, 1.5",64.5,2770.0,4.761170685964086,2.6000000000000005,0.6869444444444445,234.2924481746757,,4.3,-0.5,-12.8,14.7,3.4,,,,,1.66,0.64,0.26,0.8,0.4768752177,0.4544092095,95.28891261987674,11.376991552683009,10.907703421066813,97.7268768964108,,0.004,0.0038,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,10.0,97.16811206171447,92.60875973606677,159.0,79.4,,,,
,258.0,"1.5, 1.5",64.5,2770.0,4.74107626498804,2.7,0.7163888888888889,256.6227285094132,,4.3,-0.5,-20.0,21.9,3.4,,,,,1.62,0.64,0.26,0.8,0.4763174982,0.4507781193,94.6381606813705,10.642530279538397,10.106543403778103,97.48264463712196,,0.005,0.0046,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.0,96.73502172742033,92.21790640881848,177.0,77.3,,,,
,286.3,"1.5, 1.5",64.5,2770.0,4.807720706735146,3.6000000000000005,0.9419444444444445,283.64582393938986,,4.3,-0.5,-43.7,45.6,3.4,,,,,1.58,0.66,0.26,0.83,0.4724788575,0.4298595798,90.97964342245727,12.819707231847586,11.898778291007181,97.03362197284025,,0.009,0.0092,2371.624,2107.455,2239.5395,186.795691279269,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,13.75,96.35258422615047,93.51419664930422,169.0,78.2,,,,
,305.5,"1.5, 1.5",64.5,2780.0,3.8623503711297977,2.0,0.6513888888888889,300.29236040889054,,4.3,-0.5,-66.1,68.0,3.3,,,,,1.56,0.68,0.28,0.9,0.4720104195,0.3930568179,83.2729112879255,7.861237597316419,6.8493539128315915,96.4816981595229,,0.041,0.0411,2538.593,2223.447,2381.02,222.84187366381553,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.0,95.5963675455681,75.1259513948805,167.0,72.8,,,,
,313.0,,64.5,2780.0,,,,,,4.3,-0.5,-71.8,73.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,16.5,,,,,,,,
,329.3,"1.5, 1.5",64.5,2780.0,3.9958286560144294,1.7999999999999998,0.5666666666666667,318.9948264934938,,4.3,-0.5,-83.3,85.2,3.4,,,,,1.52,0.68,0.28,0.9,0.476352396,0.37512072,78.74857419631832,8.868361696393803,7.183407174764392,95.56612975271571,,0.041,0.0412,2735.94,2276.654,2506.297,324.76424510404473,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.25,94.21069989638737,77.7222158916153,173.0,71.3,,,,
,337.0,,64.5,2780.0,,,,,,4.3,-0.5,-85.1,87.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,16.5,,,,,,,,
,353.5,"1.5, 1.5",64.5,2780.0,2.658199781838131,1.1,0.5205555555555557,335.09757531309697,,4.3,-0.5,-87.4,89.3,3.4,,,,,1.48,0.7,0.3,0.92,0.477165078,0.36617256,76.73917830172809,7.677126189462246,5.968429744749879,94.69809327743967,,0.044,0.0435,2666.765,2563.875,2615.3199999999997,72.75421671628379,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.0,92.1913529551991,51.70421334661,163.0,68.2,,,,
,361.3,,64.5,2790.0,,,,,,4.3,-0.5,-88.4,90.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,16.833333333333332,,,,,,,,
,377.5,"1.5, 1.5",64.5,2780.0,3.154252803089334,1.4,0.5583333333333333,349.0474615169229,,4.3,-0.5,-89.2,91.2,3.3,,,,,1.44,0.7,0.28,0.92,0.47499777,0.375500736,79.05315766008755,6.641281688555408,5.173129039808257,94.01871403397558,,0.063,0.0625,3239.402,2843.582,3041.492,279.88700612925936,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.0,89.92404808872061,61.35286030581906,167.0,63.7,,,,
Filtration start,0.0,"2mL, 0mL",14.5,1200.0,,,,0.0,,2.0,-0.8,0.0,0.6,10.9,156.0,95.3,,,2.58,0.56,0.28,0.4,0.4455128002,,,,,,1.247,,1.247,558.177,582.066,570.1215,16.89207389576544,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,1.0,,,
,2.0,-,14.5,1250.0,,,,,,1.8,-1.0,-1.0,1.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,3.5,-,14.55,1290.0,,,,,,1.8,-1.0,-1.0,1.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,17.5,"1.5mL , 1.5mL",14.5,1300.0,5.186949386074531,2.5999999999999996,0.6305555555555555,18.15432285126086,103.39433992175147,1.8,-1.0,-1.0,1.4,3.8,146.0,93.7,,,2.64,0.56,0.28,0.42,0.443714128,0.44039631479999997,99.25226334014768,8.071656371288881,7.995096881384711,99.05150211576778,,-0.0,-0.0002,578.049,621.795,599.922,30.933093249786694,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,23.5,"1.5mL , 1.5mL",14.5,1310.0,5.018915220114744,2.6000000000000005,0.6516666666666667,24.277841614974427,102.96674184621939,1.8,-1.0,-1.1,1.4,3.8,145.0,94.8,,,2.52,0.56,0.26,0.44,0.4441834072,0.4366897496,98.31293617039012,2.718528608526113,2.6854264863725428,98.98369108349037,,0.004,0.0037,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,41.5,"1.5mL , 1.5mL",14.65,1310.0,4.685467100019919,2.3,0.6175,41.745729791216824,100.25792688920502,1.8,-1.0,-1.3,1.7,3.8,148.0,93.2,,,2.48,0.58,0.26,0.48,0.4422600104,0.4349505472,98.34724754033515,7.742147246601471,7.6128576172045666,98.71062509275527,,0.003,0.0031,624.384,703.405,663.8945,55.87628495614214,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,47.5,"1.5mL , 1.5mL",14.5,1310.0,4.728492065652261,2.2,0.5852777777777778,47.39410529062013,99.44557850803314,1.8,-1.0,-1.0,1.5,3.9,150.0,93.8,,,2.42,0.56,0.26,0.5,0.44430234679999997,0.4353325886,97.98115894174252,2.503818548550862,2.457842970898301,98.64553728410114,,0.002,0.0024,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,67.5,"1.5mL , 1.5mL",14.5,1280.0,4.812369677330192,2.9000000000000004,0.7580555555555556,66.47582877658505,98.15552421791811,2.0,-0.9,-1.0,1.5,3.9,146.0,93.7,,,2.42,0.56,0.28,0.54,0.443670162,0.4349866456,98.04279910083294,8.472022938030072,8.30359548576057,98.46363154905444,,0.006,0.0064,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,91.5,"1.5mL , 1.5mL",14.5,1350.0,4.869468613064179,2.4,0.62,89.71224067353154,97.72042990417901,2.0,-1.0,-1.3,1.7,3.9,150.0,92.4,,,2.36,0.6,0.26,0.58,0.44367293879999997,0.43548461839999997,98.1544241976653,10.309334892051254,10.113314417379826,98.36912260762143,,0.004,0.0037,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,114.0,"1.5mL , 1.5mL",14.55,1340.0,4.309389062202847,2.3,0.6713888888888888,110.36467044288236,96.48948281420036,2.0,-1.0,-1.3,1.7,4.1,152.0,91.9,,,2.3,0.6,0.26,0.62,0.44348133959999997,0.4349991412,98.08736069759992,9.16094571461755,8.98880235524973,98.32269491386117,,0.007,0.0071,815.287,860.725,838.0060000000001,32.12951792355434,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,118.75,-,14.55,1310.0,4.511982715933093,1.9000000000000004,0.5297222222222223,114.55482203749693,96.14672945969318,2.0,-1.0,-1.5,2.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,121.5,-,14.5,1330.0,,,,,,2.0,-1.0,-1.5,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,137.5,"1.5mL , 1.5mL",14.55,1340.0,4.8274478179260605,2.0999999999999996,0.5472222222222222,132.06625428848284,95.72908797715459,1.9,-1.0,-1.5,2.0,4.0,156.0,90.9,,,2.2,0.6,0.26,0.64,0.4357837274,0.4304595932,98.77826227432466,9.540722287004012,9.39091264474444,98.34015479369405,,0.006,0.0055,1012.479,953.343,982.9110000000001,41.81546661224773,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,145.5,-,14.55,1330.0,,,,,,1.9,-1.0,-1.3,1.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,161.5,"1.5mL , 1.5mL",14.5,1330.0,4.632844818567455,2.4,0.6516666666666667,154.77095661606728,95.51502624856296,1.9,-1.0,-1.3,1.8,4.1,152.0,90.1,,,2.16,0.64,0.26,0.7,0.43441772219999997,0.4300693712,98.99903922473999,9.878832439100236,9.769026990483255,98.41934990305197,,0.006,0.0056,1023.447,1026.653,1025.05,2.2669843404840835,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,169.75,-,14.55,1340.0,,,,,,1.9,-1.0,-1.8,2.2,3.7,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,185.3,-,14.5,1330.0,,,,,,1.9,-1.0,-1.8,2.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,190.0,"1.5mL , 1.5mL",14.55,1330.0,4.463371912960267,2.5999999999999996,0.7327777777777778,180.69517430092128,94.78676742485816,1.9,-1.0,-1.4,2.0,4.4,159.0,89.7,,,2.04,0.62,0.28,0.74,0.43581339339999997,0.4306508248,98.81541763557927,11.280030438473872,11.156748863427099,98.48839808417044,,0.009,0.0086,1072.113,1192.456,1132.2845,85.09535136833259,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,209.5,"1.5mL , 1.5mL",14.55,1340.0,4.754441795432743,2.4000000000000004,0.635,198.66991103228764,94.51545494284969,1.9,-1.0,-1.7,2.2,4.1,153.0,87.7,,,2.0,0.62,0.26,0.76,0.4376490342,0.430451378,98.35538167857334,7.850128590425077,7.739042697064823,98.49705449841326,,0.007,0.0074,1238.959,1180.974,1209.9665,41.00158670710205,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,217.5,-,14.6,1370.0,,,,,,2.0,-1.0,-1.7,2.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,234.5,"1.5mL , 1.5mL",14.55,1350.0,4.6562207492018866,2.6999999999999997,0.7294444444444445,222.1965673938742,94.43853851505962,2.0,-1.0,-1.8,2.3,4.1,153.0,87.4,,,1.9,0.62,0.26,0.8,0.43859948719999997,0.4291567994,97.8470818877875,10.307598925163063,10.11185309764977,98.45532310058405,,0.008,0.0082,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,259.5,"1.5mL , 1.5mL",14.5,1370.0,5.0781322660869535,2.8,0.6936111111111112,246.5324499320963,94.68724672367496,2.0,-0.9,-1.8,2.3,4.0,156.0,87.1,,,1.86,0.64,0.24,0.82,0.4407863278,0.42841127,97.19250416369199,10.700314949809359,10.434837902724153,98.36301116883658,,0.007,0.0072,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,281.5,"1.5mL , 1.5mL",14.5,1350.0,4.745545010635899,2.1,0.5566666666666668,268.1445399408866,94.93914539724419,2.0,-0.9,-2.1,2.8,4.0,157.0,85.4,,,1.84,0.66,0.26,0.86,0.4385705058,0.42470553019999996,96.83859826033927,9.502369518804011,9.218818536966781,98.2545734076442,,0.007,0.0071,1392.254,1556.085,1474.1695,115.84601106857336,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
,289.5,-,14.5,1350.0,,,,,,1.9,-0.9,-2.3,2.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,04_Perfusion-shear_rate_900_LMH_1.xlsx,04_Perfusion-shear_rate_900_LMH_1,900.0,1.0,900 shear / LMH 1,04_record,,,,,,,,,,
